Source,Target,Weight
Chile,Guatemala,3
Chile,El Salvador,2
British Virgin Islands,Sint Maarten,1
Angola,Namibia,8
Saint Vincent and the Grenadines,Curaçao,3
Chile,Northern Ireland,3
Cape Verde,Senegal,2
Norway,Austria,2
Cape Verde,Sierra Leone,3
Curaçao,British Virgin Islands,2
Egypt,Chile,1
Republic of Ireland,Hungary,2
United States,Peru,2
Grenada,Trinidad and Tobago,4
Martinique,Sint Maarten,1
Belgium,Canada,2
French Guiana,Aruba,3
Liberia,Malawi,2
Zambia,Tunisia,3
Trinidad and Tobago,Peru,1
Saint Kitts and Nevis,Aruba,4
Denmark,Brazil,1
Curaçao,Sint Maarten,1
Switzerland,Brazil,2
Gabon,Nigeria,1
Liberia,Egypt,2
Tunisia,DR Congo,7
Venezuela,Peru,8
Barbados,Guadeloupe,1
Malawi,Gabon,1
Faroe Islands,Ynys Môn,2
Greenland,Shetland,2
Gabon,Mozambique,4
Faroe Islands,Shetland,2
Ynys Môn,Åland Islands,2
Mozambique,Malawi,8
Åland Islands,Shetland,4
Åland Islands,Greenland,4
Ynys Môn,Shetland,4
Faroe Islands,Åland Islands,1
Ynys Môn,Greenland,2
Nigeria,Zimbabwe,6
Zambia,Gabon,5
Senegal,Tunisia,4
Brazil,Japan,11
Gabon,Zambia,2
Trinidad and Tobago,El Salvador,5
Tunisia,Malawi,3
Egypt,Malawi,6
Kenya,Liberia,2
Ivory Coast,Zimbabwe,1
Austria,Iceland,1
Tunisia,Zambia,9
Trinidad and Tobago,Panama,8
Finland,Wales,4
Yugoslavia,Scotland,1
Egypt,South Korea,4
Republic of Ireland,Northern Ireland,4
Colombia,Israel,1
United Arab Emirates,China PR,1
North Korea,Qatar,4
Finland,Trinidad and Tobago,3
Trinidad and Tobago,Finland,2
Qatar,China PR,7
Guinea,Iraq,1
Uganda,Lebanon,1
Egypt,Qatar,4
Yemen DPR,Guinea,1
Italy,Algeria,1
Austria,German DR,1
Senegal,Central African Republic,1
Botswana,Zambia,4
Brazil,Netherlands,3
Algeria,Cameroon,3
Greece,Belgium,2
Eswatini,Botswana,4
Tanzania,Eswatini,1
German DR,Kuwait,1
United Arab Emirates,Egypt,1
Thailand,Kenya,2
Kenya,Indonesia,1
Poland,Iran,2
Uruguay,Costa Rica,6
Norway,South Korea,2
South Korea,Malta,1
United Arab Emirates,Sweden,1
Finland,Kuwait,3
Sweden,United Arab Emirates,1
Russia,Costa Rica,1
Russia,United States,4
Mozambique,Angola,4
Angola,Lesotho,6
Mozambique,Zimbabwe,3
United States,Finland,1
Zambia,Senegal,4
Hungary,United States,1
Saint Kitts and Nevis,Antigua and Barbuda,7
Saint Martin,British Virgin Islands,3
German DR,United States,1
Republic of Ireland,Wales,6
Scotland,Argentina,1
Egypt,Czechoslovakia,2
United States,Iceland,3
Denmark,Turkey,2
Bermuda,Antigua and Barbuda,4
Barbados,Antigua and Barbuda,6
Martinique,Gabon,1
United States,Malta,1
Poland,Costa Rica,2
Saint Martin,Guadeloupe,1
Bermuda,Saint Lucia,1
Grenada,Suriname,1
Israel,Russia,4
Egypt,Scotland,1
Mauritania,Gambia,5
Saint Kitts and Nevis,Guadeloupe,3
Jamaica,Saint Martin,2
Wales,Costa Rica,1
Poland,United Arab Emirates,3
Argentina,Israel,2
Saint Lucia,Antigua and Barbuda,6
Hungary,United Arab Emirates,2
Scotland,Malta,6
Iceland,Albania,4
United States,Liechtenstein,1
Hungary,Colombia,1
Mauritius,Namibia,2
Cameroon,Argentina,1
Colombia,United Arab Emirates,1
Mauritius,Botswana,1
Czechoslovakia,United States,1
Costa Rica,Scotland,2
Belgium,South Korea,3
Cameroon,Romania,1
Germany,United Arab Emirates,3
Spain,South Korea,4
Russia,Cameroon,3
Austria,United States,2
Yugoslavia,United Arab Emirates,1
Costa Rica,Sweden,1
Uruguay,South Korea,7
Cameroon,Colombia,2
Czechoslovakia,Costa Rica,1
England,Cameroon,3
Malawi,DR Congo,3
Réunion,Congo,1
Sudan,Mozambique,2
Congo,Malawi,2
Gabon,Uganda,1
Ivory Coast,Mauritania,1
Morocco,Niger,6
Madagascar,Angola,1
Tunisia,Chad,3
Uganda,DR Congo,5
Congo,Zimbabwe,1
Burkina Faso,Togo,5
Mozambique,Kenya,3
South Korea,Australia,9
Yemen,Malaysia,1
Faroe Islands,Austria,1
Republic of Ireland,Morocco,1
Saudi Arabia,Bangladesh,5
Hong Kong,Yemen,1
Saudi Arabia,Japan,5
Denmark,Faroe Islands,6
North Korea,South Korea,1
Croatia,United States,1
Portugal,Netherlands,8
Norway,Cameroon,1
Norway,Tunisia,1
Congo,Mozambique,2
Switzerland,San Marino,4
France,Albania,7
Russia,Trinidad and Tobago,1
Russia,Guatemala,1
Romania,San Marino,3
Tanzania,Zimbabwe,2
Zanzibar,Malawi,1
Sudan,Zanzibar,2
Croatia,Romania,4
Russia,Zambia,1
Hungary,India,1
India,Zambia,1
Hungary,Zambia,1
Niger,Morocco,1
Switzerland,Colombia,1
Ivory Coast,Cameroon,8
Madagascar,Eswatini,2
Tanzania,DR Congo,3
Mozambique,Sudan,2
Eswatini,Zambia,2
Czechoslovakia,Albania,2
Scotland,San Marino,8
United States,Uruguay,2
Cayman Islands,British Virgin Islands,3
Guyana,Aruba,3
Saint Lucia,Montserrat,1
Dominican Republic,Puerto Rico,6
Finland,Malta,5
Saint Lucia,Anguilla,3
Yugoslavia,Faroe Islands,2
Austria,Faroe Islands,6
Bulgaria,San Marino,2
Trinidad and Tobago,Dominican Republic,11
Norway,Romania,3
Jamaica,Guyana,4
Albania,Iceland,3
Martinique,Dominican Republic,3
Saint Lucia,Trinidad and Tobago,2
Guyana,Cayman Islands,2
Jamaica,Saint Lucia,8
Saint Lucia,Guyana,2
England,New Zealand,2
Wales,Germany,2
Egypt,Malta,2
England,Malaysia,1
South Korea,Egypt,6
Croatia,Slovenia,7
Mozambique,Eswatini,12
Jersey,Greenland,4
Ynys Môn,Guernsey,2
Åland Islands,Isle of Wight,2
Jersey,Shetland,2
Åland Islands,Guernsey,1
Ynys Môn,Isle of Wight,2
Faroe Islands,Jersey,1
Shetland,Greenland,2
Isle of Wight,Greenland,3
Shetland,Guernsey,2
Jersey,Åland Islands,6
Georgia,Moldova,4
Egypt,Chad,3
Cameroon,Sierra Leone,2
Gabon,Tanzania,1
Kenya,Mozambique,4
United States,Romania,1
Albania,Greece,4
Tahiti,Guam,1
Northern Ireland,Faroe Islands,4
Wales,Brazil,1
Fiji,Tahiti,7
Wallis Islands and Futuna,Guam,1
Tunisia,Mauritius,2
Zimbabwe,Egypt,2
Nigeria,Uganda,3
Mali,Mauritius,1
Iceland,Spain,1
Cameroon,Mauritius,6
Mauritius,Uganda,2
Tunisia,Zimbabwe,2
Algeria,Iran,2
Netherlands,Portugal,2
Romania,Scotland,2
North Korea,United States,1
Tunisia,Ivory Coast,5
Indonesia,Vietnam,9
Philippines,Malaysia,1
Malaysia,Vietnam,5
Egypt,Poland,1
Poland,Kuwait,1
Egypt,Romania,2
Senegal,Kenya,3
Ghana,Egypt,6
Ivory Coast,Zambia,3
Australia,Sweden,2
United States,Russia,1
Russia,Israel,5
El Salvador,United States,1
Italy,San Marino,4
Tunisia,Belgium,1
Iceland,United Arab Emirates,2
Barbados,Curaçao,3
Curaçao,Grenada,4
Morocco,United States,3
Puerto Rico,Dominican Republic,3
Martinique,Cayman Islands,3
Canada,China PR,1
Sint Maarten,Cayman Islands,1
Turkey,Denmark,2
Austria,Lithuania,2
Antigua and Barbuda,Montserrat,3
Saint Kitts and Nevis,British Virgin Islands,5
Antigua and Barbuda,British Virgin Islands,3
Saint Kitts and Nevis,Montserrat,4
Sweden,Tunisia,2
Antigua and Barbuda,Curaçao,5
Bermuda,Haiti,1
Hungary,Ukraine,2
Cuba,Anguilla,2
Romania,Faroe Islands,8
Congo,Haiti,1
Greece,Iceland,2
Norway,Faroe Islands,5
Haiti,Bermuda,7
Republic of Ireland,Albania,3
Malta,Latvia,3
Costa Rica,Ecuador,1
Argentina,Japan,6
United States,Republic of Ireland,2
Kazakhstan,Turkmenistan,1
Albania,Lithuania,2
Argentina,Wales,1
Belgium,Faroe Islands,2
Iceland,Hungary,3
North Korea,Taiwan,3
United States,Portugal,2
Wales,Japan,1
Macau,Taiwan,1
Canada,Hong Kong,1
Australia,United States,1
Gabon,Togo,6
Cyprus,Faroe Islands,3
Argentina,Australia,7
Scotland,Russia,1
Jamaica,Guadeloupe,6
Burundi,Gabon,1
Uruguay,Australia,4
Jamaica,Martinique,2
Lesotho,Botswana,4
Eritrea,Chad,1
Slovakia,China PR,1
Uzbekistan,Turkmenistan,10
Sudan,Chad,6
Kazakhstan,Libya,1
Australia,Croatia,2
South Africa,Cameroon,3
Cameroon,South Africa,1
Kazakhstan,Uzbekistan,1
Lesotho,Namibia,2
Israel,Iceland,2
Malaysia,Australia,1
Mali,Libya,3
Algeria,Guinea-Bissau,2
Malawi,Egypt,2
Burundi,Congo,1
Switzerland,Estonia,4
Zimbabwe,South Africa,6
Iraq,Ethiopia,1
Jordan,Sudan,2
Moldova,Pakistan,1
Iraq,Congo,1
Moldova,Sudan,1
Congo,Ethiopia,3
Jordan,Moldova,1
Sudan,Pakistan,1
Uzbekistan,Kyrgyzstan,8
Iraq,Moldova,1
Jordan,Congo,1
Romania,Mexico,2
Moldova,Congo,1
Jordan,Iraq,9
Sierra Leone,Algeria,1
Cameroon,Benin,5
Gabon,Niger,6
Zambia,South Africa,7
Lithuania,Georgia,3
Australia,Solomon Islands,9
Republic of Ireland,Latvia,6
Norway,San Marino,4
Wales,Faroe Islands,2
Saudi Arabia,Palestine,5
Georgia,Azerbaijan,2
Czechoslovakia,Faroe Islands,1
Jamaica,Saint Vincent and the Grenadines,5
Kenya,Botswana,4
Cyprus,Malta,3
Algeria,Burundi,4
Zimbabwe,Togo,3
Nigeria,South Africa,7
Ivory Coast,Botswana,2
Egypt,Angola,4
Madagascar,Namibia,2
Morocco,Ethiopia,4
Wales,Cyprus,5
Slovakia,Lithuania,3
Turkmenistan,Kyrgyzstan,3
Saudi Arabia,United States,2
Argentina,Ivory Coast,2
Bermuda,El Salvador,2
Cameroon,Eswatini,1
United States,Ivory Coast,1
Croatia,Mexico,4
South Africa,Congo,5
Morocco,Benin,5
Burundi,Ghana,1
Kazakhstan,Kyrgyzstan,5
Zambia,Namibia,7
Eswatini,DR Congo,2
Egypt,Togo,8
Turkmenistan,Uzbekistan,1
Turkey,San Marino,3
El Salvador,Bermuda,2
United Arab Emirates,North Korea,3
Mexico,Saint Vincent and the Grenadines,7
Japan,Saudi Arabia,10
Costa Rica,Saint Vincent and the Grenadines,2
Uganda,Seychelles,3
Honduras,Saint Vincent and the Grenadines,6
Malawi,Ethiopia,4
Poland,Uruguay,1
China PR,Norway,1
Guatemala,Jamaica,3
Spain,Latvia,3
Netherlands,Turkey,6
Tanzania,Namibia,1
Gabon,Senegal,1
Niger,Botswana,2
Ethiopia,Benin,1
Guinea,Kenya,4
Cyprus,Georgia,3
South Africa,Botswana,10
Tunisia,Bulgaria,1
North Korea,Bolivia,1
Russia,Bolivia,1
Finland,India,1
Cameroon,Finland,1
Bolivia,Honduras,2
Ecuador,Romania,1
Ghana,Burundi,1
North Korea,Finland,1
Ghana,Indonesia,1
England,San Marino,8
France,Israel,4
United Arab Emirates,Bulgaria,1
Spain,Lithuania,6
Kenya,Guinea,4
Benin,Ethiopia,1
Angola,Togo,4
Hungary,Japan,2
South Korea,Canada,2
Canada,South Korea,2
Puerto Rico,Barbados,2
Barbados,Cayman Islands,2
Puerto Rico,Guyana,2
Japan,United States,2
Puerto Rico,Cayman Islands,4
Switzerland,Tunisia,2
Canada,Costa Rica,6
French Guiana,Guadeloupe,3
Netherlands,San Marino,6
Honduras,United States,4
Norway,Qatar,1
Antigua and Barbuda,Anguilla,2
Dominican Republic,British Virgin Islands,3
Sint Maarten,Antigua and Barbuda,1
Sint Maarten,Anguilla,4
Slovenia,Estonia,6
Egypt,Mali,4
North Korea,Vietnam,3
Oman,Malaysia,3
Ethiopia,Nigeria,1
Gabon,Benin,5
Malawi,Morocco,1
Qatar,Vietnam,3
Bangladesh,Sri Lanka,9
Singapore,Vietnam,4
Denmark,Latvia,3
Germany,Ghana,2
Italy,Estonia,7
Lithuania,Albania,3
Australia,Kuwait,7
Vietnam,Indonesia,7
Saudi Arabia,New Zealand,3
Norway,Turkey,2
Poland,San Marino,10
Singapore,Qatar,1
Saudi Arabia,Macau,2
Guinea,Zimbabwe,4
Kuwait,Macau,2
Malaysia,Macau,2
Hong Kong,Bahrain,1
Malta,Estonia,2
Finland,Austria,1
Mongolia,Macau,4
Scotland,Estonia,6
Réunion,Guadeloupe,1
Martinique,Saint Lucia,13
Puerto Rico,Sint Maarten,1
Burkina Faso,Guadeloupe,1
Jamaica,Sint Maarten,2
Saint Kitts and Nevis,Puerto Rico,5
Yemen,Pakistan,3
Azerbaijan,Georgia,2
Northern Ireland,Lithuania,3
Yemen,China PR,1
Iraq,China PR,8
Czech Republic,Romania,2
Northern Ireland,Latvia,5
Turkmenistan,Tajikistan,3
Azerbaijan,Tajikistan,2
Azerbaijan,Kyrgyzstan,3
Turkmenistan,Pakistan,2
Laos,Brunei,10
Iran,Turkmenistan,4
Lebanon,Hong Kong,3
Bahrain,Hong Kong,5
Lebanon,India,4
Iran,Tajikistan,4
Germany,United States,8
Czech Republic,South Korea,2
Myanmar,Brunei,7
Colombia,Mexico,9
Czech Republic,Faroe Islands,8
Republic of Ireland,Lithuania,4
Syria,Taiwan,3
Croatia,Ukraine,5
South Korea,Czech Republic,2
Oman,Taiwan,3
Iran,Oman,6
Mali,Gabon,3
Syria,Oman,7
Jersey,Gibraltar,5
Greenland,Ynys Môn,1
Isle of Wight,Isle of Man,1
Ynys Môn,Gibraltar,3
Isle of Man,Åland Islands,2
Isle of Wight,Shetland,1
Greenland,Gibraltar,2
Isle of Man,Shetland,5
Shetland,Gibraltar,3
Jersey,Isle of Man,1
Mali,Malawi,3
Mexico,Martinique,3
Jamaica,Honduras,10
United States,Panama,17
Costa Rica,Martinique,5
DR Congo,Lesotho,2
Mali,Egypt,4
South Africa,Mauritius,6
Denmark,Lithuania,1
Portugal,Estonia,7
Mexico,Cameroon,2
Costa Rica,Saudi Arabia,4
Zimbabwe,Guinea,2
Saudi Arabia,Costa Rica,1
Japan,Ivory Coast,3
Belgium,Gabon,1
Mexico,South Africa,2
Saudi Arabia,Russia,1
Bulgaria,Austria,1
Israel,France,1
North Macedonia,Slovenia,4
Ukraine,United States,3
Tunisia,Iceland,1
Mexico,Ukraine,1
Iraq,Iran,5
Estonia,Liechtenstein,4
Czech Republic,Cyprus,5
Tunisia,Gabon,2
Malta,Gabon,1
Finland,Israel,2
Antigua and Barbuda,Saint Kitts and Nevis,6
United States,Cayman Islands,1
Slovakia,Slovenia,2
Gambia,Ghana,1
Bangladesh,Myanmar,3
Basque Country,Bolivia,2
United States,Norway,2
Grenada,Puerto Rico,5
Qatar,Finland,1
Niger,Guinea,3
Finland,Oman,3
Slovakia,United Arab Emirates,3
Egypt,Slovakia,1
Oman,Kenya,2
Morocco,Slovakia,2
Slovenia,Georgia,2
Georgia,Malta,6
Georgia,Tunisia,1
Slovenia,Malta,7
Romania,United States,2
Romania,South Korea,1
Malta,Belgium,1
Sweden,United States,3
Dominica,Antigua and Barbuda,3
Israel,Georgia,3
Czech Republic,Turkey,5
Dominica,Saint Kitts and Nevis,2
Cayman Islands,Sint Maarten,1
Guadeloupe,Anguilla,1
Jamaica,British Virgin Islands,1
United States,South Korea,3
Cayman Islands,Jamaica,1
Sint Maarten,British Virgin Islands,2
Saint Vincent and the Grenadines,Anguilla,2
Cyprus,Estonia,4
Israel,Ukraine,1
Tunisia,Niger,4
Morocco,Luxembourg,3
Croatia,Spain,3
Chile,Saudi Arabia,1
Egypt,Gabon,3
DR Congo,Mali,1
Slovakia,Malta,8
Slovenia,Hungary,3
Zambia,Mali,2
Haiti,Cayman Islands,2
Martinique,Haiti,3
Suriname,Cayman Islands,4
Kazakhstan,Tajikistan,4
Poland,Saudi Arabia,5
Uzbekistan,Kazakhstan,3
Tajikistan,Kyrgyzstan,9
Colombia,Nigeria,3
Malta,Azerbaijan,4
Argentina,Morocco,3
Saudi Arabia,Iceland,3
Northern Ireland,Liechtenstein,4
Romania,Bolivia,1
Slovakia,Croatia,1
Switzerland,Czech Republic,2
United States,Moldova,1
Greece,Saudi Arabia,1
Slovenia,Cyprus,6
Bolivia,Saudi Arabia,2
Brazil,Iceland,2
Colombia,El Salvador,3
Sweden,Nigeria,2
Cameroon,Greece,1
North Macedonia,Albania,4
Nigeria,Suriname,1
United States,Armenia,1
Iceland,Bolivia,1
Wales,Estonia,3
Republic of Ireland,Bolivia,2
Czech Republic,Lithuania,6
Ecuador,Argentina,5
France,Australia,4
France,Japan,4
Russia,Slovakia,4
North Macedonia,Estonia,4
Latvia,Malta,3
Colombia,Northern Ireland,1
Saudi Arabia,Trinidad and Tobago,3
Colombia,Greece,2
Ecuador,South Korea,1
Czech Republic,Republic of Ireland,4
Germany,Canada,2
Brazil,Honduras,6
Spain,Canada,2
Italy,Costa Rica,1
South Korea,Honduras,3
Mexico,Northern Ireland,1
Nigeria,Georgia,1
Netherlands,Canada,1
Brazil,El Salvador,3
Germany,Bolivia,1
Romania,Colombia,2
Republic of Ireland,Italy,3
Belgium,Morocco,2
Norway,Mexico,2
Netherlands,Saudi Arabia,1
Argentina,Greece,2
Nigeria,Bulgaria,2
Brazil,Cameroon,5
Mexico,Republic of Ireland,2
Argentina,Nigeria,6
Georgia,Latvia,5
Colombia,Switzerland,2
Spain,Bolivia,2
Germany,South Korea,2
Saudi Arabia,Belgium,1
Netherlands,Morocco,2
Bulgaria,Argentina,1
Nigeria,Greece,1
Namibia,Botswana,2
Papua New Guinea,New Caledonia,4
Romania,Argentina,1
Italy,Nigeria,1
Japan,Ghana,5
Armenia,Malta,4
Iceland,Estonia,3
Croatia,Israel,8
Egypt,Ghana,10
Botswana,Namibia,7
Turkey,North Macedonia,5
Guinea,Botswana,5
Burkina Faso,Morocco,2
Croatia,Estonia,6
Israel,Poland,2
Mali,Mozambique,1
Czech Republic,Malta,8
Switzerland,United Arab Emirates,2
Belgium,Armenia,5
Greece,Faroe Islands,2
Moldova,Georgia,4
Norway,Belarus,3
Romania,Azerbaijan,4
Lithuania,Ukraine,2
Wales,Albania,1
South Korea,Ukraine,2
Oman,India,7
Qatar,Yemen,9
Zambia,Ghana,5
Bahrain,Yemen,12
Uzbekistan,Saudi Arabia,4
Uzbekistan,Malaysia,6
Uzbekistan,Hong Kong,4
South Korea,Oman,4
United Arab Emirates,Myanmar,2
Turkmenistan,Yemen,3
Uzbekistan,Thailand,6
Croatia,Lithuania,1
Portugal,Latvia,6
Iran,Yemen,3
Belarus,Luxembourg,6
Bulgaria,Georgia,4
Republic of Ireland,Liechtenstein,3
Spain,North Macedonia,7
Moldova,Wales,1
Poland,Azerbaijan,5
Russia,San Marino,4
Scotland,Faroe Islands,9
Turkey,Iceland,2
Uzbekistan,South Korea,1
Namibia,Mali,1
Guinea,Angola,2
Sierra Leone,Congo,3
Uzbekistan,China PR,7
Senegal,Oman,1
Oman,Senegal,2
United Arab Emirates,Senegal,1
Gabon,Mauritius,3
Mozambique,Guinea,1
Ukraine,Estonia,5
Zimbabwe,DR Congo,3
Latvia,Liechtenstein,9
Israel,Azerbaijan,2
Bulgaria,Moldova,2
Cyprus,Armenia,4
England,Nigeria,2
Finland,Faroe Islands,5
Georgia,Wales,3
Greece,San Marino,2
Croatia,Italy,3
Lithuania,Slovenia,2
Trinidad and Tobago,United States,4
Tahiti,American Samoa,3
Kenya,Djibouti,5
Tanzania,Somalia,7
Ghana,Cameroon,1
Somalia,Djibouti,3
Tanzania,Djibouti,5
Tanzania,Eritrea,3
Kenya,Eritrea,6
Namibia,Ivory Coast,1
France,Azerbaijan,2
Georgia,Albania,8
Finland,San Marino,6
Germany,Moldova,4
North Macedonia,Cyprus,1
Greece,Scotland,1
Portugal,Liechtenstein,8
Brazil,Serbia,5
Basque Country,Russia,1
Argentina,Serbia,3
Saudi Arabia,Zambia,3
Vietnam,Estonia,1
Nigeria,Japan,1
Mexico,Saudi Arabia,5
Mali,Botswana,6
Guinea,Namibia,6
Denmark,Saudi Arabia,3
Denmark,Argentina,1
Tanzania,Algeria,1
Mozambique,Namibia,3
South Korea,Colombia,4
Serbia,South Korea,3
Colombia,Australia,2
Brazil,Slovakia,1
Luxembourg,Malta,3
Thailand,Japan,2
Czech Republic,Finland,3
Hungary,Latvia,6
Iraq,Uzbekistan,4
Slovakia,Russia,4
Saint Kitts and Nevis,Barbados,6
India,Uzbekistan,1
Poland,Lithuania,5
Saint Kitts and Nevis,Sint Maarten,3
Pakistan,Bangladesh,2
Montserrat,Anguilla,2
Sint Maarten,Saint Kitts and Nevis,2
Albania,Moldova,5
Czech Republic,Belarus,6
Germany,Georgia,5
Nepal,Pakistan,6
Slovakia,Azerbaijan,8
Italy,Ukraine,7
Serbia,Uruguay,1
Sri Lanka,India,2
Algeria,Ethiopia,4
Mozambique,Mali,1
Belgium,United States,5
Angola,Guinea,1
Liberia,Tunisia,3
Mali,Namibia,4
Spain,Armenia,6
Czech Republic,Netherlands,6
Denmark,North Macedonia,1
France,Slovakia,2
Italy,Lithuania,6
Kuwait,Mali,2
Russia,Faroe Islands,4
Saint Lucia,Barbados,2
Lithuania,Greece,1
Canada,Northern Ireland,2
Cuba,Curaçao,3
Scotland,Ecuador,1
Cuba,Dominican Republic,5
Faroe Islands,San Marino,2
Liberia,Mali,2
Norway,Ghana,1
Curaçao,Dominican Republic,3
Chile,Canada,2
Japan,Ecuador,2
Russia,Serbia,5
England,Japan,2
Angola,Mali,1
Turkey,Canada,2
DR Congo,Zimbabwe,3
Ecuador,Zambia,2
Tunisia,Togo,7
South Korea,Costa Rica,4
Belarus,Netherlands,2
Luxembourg,Czech Republic,1
Belgium,North Macedonia,3
Latvia,Northern Ireland,2
Poland,Slovakia,3
Ecuador,Costa Rica,6
Zambia,South Korea,2
Turkey,Honduras,2
Ukraine,Croatia,1
United States,Nigeria,2
Australia,Ghana,4
Turkey,New Zealand,1
Paraguay,New Zealand,2
Ghana,Australia,1
Mexico,Nigeria,3
Uruguay,New Zealand,1
Paraguay,Mexico,5
United States,Chile,3
Mexico,Venezuela,8
Bolivia,United States,2
United States,Argentina,2
Mauritania,Togo,1
Ynys Môn,Isle of Man,3
Jersey,Isle of Wight,5
Gibraltar,Isle of Man,1
Isle of Wight,Åland Islands,1
Gibraltar,Ynys Môn,2
Greenland,Isle of Man,1
Gibraltar,Jersey,2
Cayman Islands,Antigua and Barbuda,1
Saint Vincent and the Grenadines,French Guiana,2
Trinidad and Tobago,Saint Lucia,4
Åland Islands,Isle of Man,2
Guernsey,Ynys Môn,4
Isle of Wight,Gibraltar,3
Cayman Islands,French Guiana,1
Cuba,Saint Lucia,1
Saint Vincent and the Grenadines,Antigua and Barbuda,2
Antigua and Barbuda,French Guiana,1
Trinidad and Tobago,Cayman Islands,3
Algeria,Tanzania,6
Cuba,Cayman Islands,10
Japan,Costa Rica,3
Brazil,South Korea,7
Denmark,Armenia,6
New Caledonia,Cook Islands,3
Israel,Hungary,2
Latvia,Austria,2
Malta,Albania,1
Scotland,Greece,1
Cook Islands,Wallis Islands and Futuna,1
Jamaica,Zambia,1
Solomon Islands,Cook Islands,5
Papua New Guinea,Guam,1
Czech Republic,Norway,4
Italy,Slovenia,4
Armenia,North Macedonia,4
Netherlands,Belarus,8
Slovakia,Israel,3
Wales,Moldova,3
Serbia,Greece,2
Israel,Uruguay,1
Paraguay,Japan,2
Jamaica,Costa Rica,4
South Africa,Mozambique,7
United States,Saudi Arabia,2
Georgia,Bulgaria,2
Slovakia,Poland,5
Slovenia,Ukraine,2
Nigeria,Uzbekistan,2
Gabon,Sierra Leone,3
China PR,Colombia,1
Zambia,Jamaica,1
Serbia,El Salvador,1
Belarus,Malta,2
Czech Republic,Luxembourg,1
Serbia,Mexico,2
Guinea-Bissau,Senegal,1
Saint Vincent and the Grenadines,Barbados,3
South Africa,Egypt,7
Mauritania,Guinea-Bissau,1
El Salvador,Belize,9
Trinidad and Tobago,Norway,1
Tunisia,Burkina Faso,1
Zanzibar,Rwanda,4
Albania,Bosnia and Herzegovina,1
Gabon,Algeria,4
Kenya,Rwanda,7
Costa Rica,Belize,6
Jamaica,Antigua and Barbuda,9
Vietnam,Malaysia,13
Slovenia,Mexico,1
Laos,Philippines,7
Vietnam,Cambodia,9
Thailand,Vietnam,14
Czech Republic,Kuwait,2
Vietnam,Myanmar,8
Jamaica,Mexico,4
Cameroon,Liberia,3
Gabon,Mali,4
Saudi Arabia,Kazakhstan,2
Lebanon,Kazakhstan,2
Gabon,Zimbabwe,1
El Salvador,Trinidad and Tobago,4
Mozambique,Gabon,2
Brazil,Canada,2
Sierra Leone,Burkina Faso,1
Liberia,Gabon,1
Guatemala,Saint Vincent and the Grenadines,6
Lebanon,Cyprus,1
Morocco,Armenia,1
South Africa,Angola,8
Saudi Arabia,Kyrgyzstan,3
Zambia,Sierra Leone,1
Egypt,South Africa,4
Ghana,Mozambique,3
Yemen,Kyrgyzstan,1
South Africa,Algeria,1
South Africa,Ghana,5
Kyrgyzstan,Yemen,1
South Africa,Tunisia,2
Macau,Philippines,1
Canary Islands,Venezuela,1
Slovenia,Iceland,3
Russia,Malta,3
Thailand,Finland,3
Lebanon,Ecuador,1
Russia,Slovenia,4
Turkey,Belarus,2
Ecuador,Oman,1
Japan,Poland,2
Israel,Lithuania,4
Ecuador,Kuwait,1
Sweden,Australia,1
Ecuador,Qatar,2
Azerbaijan,Faroe Islands,3
Croatia,Poland,3
Jamaica,Guatemala,11
Colombia,Honduras,5
Cyprus,Latvia,2
Croatia,South Korea,3
United Arab Emirates,South Korea,3
Colombia,Trinidad and Tobago,2
Kuwait,Turkmenistan,3
Grenada,Curaçao,2
Dominican Republic,Aruba,2
United Arab Emirates,Morocco,1
Brazil,Ghana,5
Georgia,Cyprus,4
Guatemala,Venezuela,2
North Macedonia,Malta,7
Serbia,Romania,4
Slovakia,Belarus,3
Saint Kitts and Nevis,Anguilla,2
Grenada,Guyana,7
Jamaica,Suriname,6
Turkey,Azerbaijan,6
Croatia,Hungary,4
Ethiopia,Ghana,1
Paraguay,Bosnia and Herzegovina,1
Greece,Slovenia,3
North Macedonia,Liechtenstein,10
Romania,Georgia,5
Serbia,Faroe Islands,8
Brazil,South Africa,5
Turkey,Ukraine,4
Dominican Republic,Curaçao,3
Saint Kitts and Nevis,Saint Lucia,6
Greece,Georgia,7
Tajikistan,Uzbekistan,1
Sweden,Slovakia,3
Haiti,Grenada,5
Lebanon,Turkmenistan,3
Barbados,Dominica,7
Sweden,South Korea,2
Mexico,Slovakia,1
England,China PR,1
Cuba,Saint Vincent and the Grenadines,3
Russia,Qatar,1
Japan,Serbia,4
United States,Scotland,2
Cuba,Martinique,5
Bulgaria,North Macedonia,5
Austria,Czech Republic,2
Colombia,Scotland,1
Japan,Mexico,1
Netherlands,China PR,2
Russia,United Arab Emirates,1
Gambia,Liberia,3
South Africa,Malawi,8
Namibia,Mozambique,7
Romania,Moldova,4
Sweden,Belarus,5
Czech Republic,Switzerland,4
Angola,Uganda,3
Panama,Belize,4
Burundi,Sierra Leone,2
Denmark,Ghana,1
Norway,Azerbaijan,4
Wales,San Marino,4
Serbia,Malta,4
Gabon,Eswatini,2
Germany,Liechtenstein,6
France,Armenia,5
Iceland,Cyprus,3
Mexico,Bolivia,10
Germany,Czech Republic,7
Oman,Sri Lanka,2
Croatia,Turkey,4
Iran,Sri Lanka,2
Czech Republic,Italy,2
